DEPARTMENT,DATE ,CARBON (metric tonne),ELECTRICITY (kwh),WATER (m3)
Finance,31/7/21,101.58,79.73,20.12
IT,31/7/21,57.89,90.29,22.96
Logistics,31/7/21,48.3,67.99,16.59
Finance,1/8/21,101.98,79.74,20.33
IT,1/8/21,57.7,89.86,23.05
Logistics,1/8/21,47.88,68.01,16.32
Finance,2/8/21,101.83,79.55,20.48
IT,2/8/21,57.98,89.86,23.13
Logistics,2/8/21,48.13,68.34,16.65
Finance,3/8/21,101.88,79.28,20.59
IT,3/8/21,58.17,90.36,23.41
Logistics,3/8/21,48.51,68,16.39
Finance,4/8/21,102.35,79.59,20.87
IT,4/8/21,57.99,90.44,23.45
Logistics,4/8/21,48.03,68.13,16.16
Finance,5/8/21,102.04,79.77,21.15
IT,5/8/21,58.5,90.86,23.38
Logistics,5/8/21,47.65,67.9,16.14
Finance,6/8/21,102.54,80.17,21.03
IT,6/8/21,58.7,90.52,23.15
Logistics,6/8/21,47.73,68.17,16.08
Finance,7/8/21,102.13,80.09,21.24
IT,7/8/21,58.45,90.32,23.19
Logistics,7/8/21,47.8,68.64,16.09
Finance,8/8/21,102.4,80.43,21.21
IT,8/8/21,58.97,90.44,23.43
Logistics,8/8/21,47.56,68.87,15.8
Finance,9/8/21,102.06,80.16,21.32
IT,9/8/21,59.01,90.79,23.48
Logistics,9/8/21,47.99,68.76,15.59
Finance,10/8/21,101.75,79.82,21.52
IT,10/8/21,58.73,90.83,23.57
Logistics,10/8/21,48.13,68.45,15.72
Finance,11/8/21,102.11,79.4,21.81
IT,11/8/21,58.99,91.17,23.65
Logistics,11/8/21,48.63,68.29,15.69
Finance,12/8/21,101.64,79.45,21.97
IT,12/8/21,58.91,91.67,23.91
Logistics,12/8/21,48.16,68.12,15.55
Finance,13/8/21,101.6,79.65,22.17
IT,13/8/21,58.61,91.8,23.96
Logistics,13/8/21,48.45,68.33,15.36
Finance,14/8/21,101.23,79.45,22.27
IT,14/8/21,58.66,92.28,24.24
Logistics,14/8/21,48.8,67.93,15.38
Finance,15/8/21,101.19,79.02,22.33
IT,15/8/21,58.31,92.62,24.55
Logistics,15/8/21,48.39,67.77,15.49
Finance,16/8/21,100.82,78.85,22.42
IT,16/8/21,58.6,92.81,24.55
Logistics,16/8/21,48.54,67.71,15.51
Finance,17/8/21,100.82,78.69,22.25
IT,17/8/21,59.06,92.44,24.25
Logistics,17/8/21,48.32,67.33,15.33
Finance,18/8/21,100.98,78.68,22.19
IT,18/8/21,59.43,92.17,24.01
Logistics,18/8/21,47.82,67.59,15.58
Finance,19/8/21,101.2,79.21,22.08
IT,19/8/21,59.46,92.09,23.78
Logistics,19/8/21,48,67.4,15.7
Finance,20/8/21,101.11,79.34,22.16
IT,20/8/21,59.91,92.12,24.08
Logistics,20/8/21,47.82,67.42,15.98
Finance,21/8/21,101.65,79.05,21.89
IT,21/8/21,59.85,92.02,24.4
Logistics,21/8/21,47.87,67.53,16.17
Finance,22/8/21,101.98,78.88,22.05
IT,22/8/21,60.35,92.05,24.47
Logistics,22/8/21,47.4,67.64,15.95
Finance,23/8/21,101.96,78.4,22.17
IT,23/8/21,59.91,91.95,24.17
Logistics,23/8/21,46.94,68.17,16.1
Finance,24/8/21,101.99,78.38,21.91
IT,24/8/21,59.52,91.7,24.43
Logistics,24/8/21,46.74,68.08,15.97
Finance,25/8/21,101.93,78.74,21.9
IT,25/8/21,59.11,91.94,24.61
Logistics,25/8/21,46.75,68.55,15.74
Finance,26/8/21,101.59,78.76,22.03
IT,26/8/21,59.1,91.72,24.67
Logistics,26/8/21,47.05,68.35,15.59
Finance,27/8/21,101.94,79.28,22.22
IT,27/8/21,59.43,92.19,24.63
Logistics,27/8/21,47.4,68.51,15.43
Finance,28/8/21,102.04,79.01,22.07
IT,28/8/21,59.93,92.18,24.91
Logistics,28/8/21,47.26,68.25,15.42
Finance,29/8/21,101.71,79.19,21.87
IT,29/8/21,60.03,92.68,24.89
Logistics,29/8/21,46.97,68.78,15.26
Finance,30/8/21,101.73,79.09,21.75
IT,30/8/21,60.52,92.62,24.84
Logistics,30/8/21,46.81,68.45,15.43
Finance,31/8/21,101.89,79.32,21.93
IT,31/8/21,60.57,92.46,25.06
Logistics,31/8/21,46.71,68.05,15.71
Finance,1/9/21,102.01,79.72,21.76
IT,1/9/21,60.25,92.81,25.12
Logistics,1/9/21,47.09,67.91,15.84
Finance,2/9/21,102.53,79.8,21.59
IT,2/9/21,59.79,92.88,25.25
Logistics,2/9/21,47.37,67.79,16.06
Finance,3/9/21,102.26,79.63,21.35
IT,3/9/21,59.6,93.06,25.29
Logistics,3/9/21,47.57,67.53,15.87
Finance,4/9/21,101.88,79.53,21.61
IT,4/9/21,59.54,93.34,25.29
Logistics,4/9/21,47.28,67.87,15.97
Finance,5/9/21,101.46,79.95,21.4
IT,5/9/21,59.7,92.87,25.47
Logistics,5/9/21,47.79,68.19,16.15
Finance,6/9/21,101.27,79.52,21.22
IT,6/9/21,59.65,92.43,25.5
Logistics,6/9/21,47.72,68.01,16.19
Finance,7/9/21,101.39,79.87,21.55
IT,7/9/21,60.18,92.32,25.72
Logistics,7/9/21,47.23,67.91,16.36
Finance,8/9/21,101.52,79.66,21.72
IT,8/9/21,60.56,92.4,25.61
Logistics,8/9/21,47.54,67.79,16.36
Finance,9/9/21,102.04,79.3,21.84
IT,9/9/21,60.84,92.85,25.41
Logistics,9/9/21,47.11,67.77,16.39
Finance,10/9/21,101.92,78.98,22.15
IT,10/9/21,60.84,93.05,25.6
Logistics,10/9/21,47.29,68.02,16.44
Finance,11/9/21,101.5,78.79,22.09
IT,11/9/21,61.07,92.58,25.51
Logistics,11/9/21,47.49,67.53,16.38
Finance,12/9/21,101.21,78.88,21.94
IT,12/9/21,61.13,92.48,25.45
Logistics,12/9/21,47.1,67.79,16.19
Finance,13/9/21,101.11,79.33,21.7
IT,13/9/21,61.1,92,25.62
Logistics,13/9/21,47.47,67.51,15.94
Finance,14/9/21,101.08,79.21,21.5
IT,14/9/21,60.74,92.37,25.51
Logistics,14/9/21,47.48,67.67,15.72
Finance,15/9/21,100.66,78.93,21.63
IT,15/9/21,60.51,92.4,25.41
Logistics,15/9/21,47.65,67.74,15.99
Finance,16/9/21,101.05,78.49,21.37
IT,16/9/21,60.36,92.46,25.5
Logistics,16/9/21,47.68,68.21,16.23
Finance,17/9/21,101.44,78.01,21.18
IT,17/9/21,60.24,91.99,25.56
Logistics,17/9/21,47.21,68.76,15.94
Finance,18/9/21,101.45,78.19,21.27
IT,18/9/21,60.44,91.81,25.46
Logistics,18/9/21,46.97,68.44,16.21
Finance,19/9/21,101.32,78.28,21.4
IT,19/9/21,59.97,91.8,25.29
Logistics,19/9/21,47.14,68.34,16.45
Finance,20/9/21,101.07,78.64,21.36
IT,20/9/21,59.86,91.62,25.13
Logistics,20/9/21,47.07,68.76,16.24
Finance,21/9/21,101.42,78.51,21.12
IT,21/9/21,59.43,91.53,25.27
Logistics,21/9/21,47.04,68.42,16.14
Finance,22/9/21,100.94,78.39,21.24
IT,22/9/21,58.98,91.57,25.07
Logistics,22/9/21,47.45,68.75,16.26
Finance,23/9/21,100.96,78.12,21.09
IT,23/9/21,59.35,91.58,24.84
Logistics,23/9/21,47.58,68.86,16.48
Finance,24/9/21,101.09,77.73,21.29
IT,24/9/21,59.39,91.85,24.75
Logistics,24/9/21,48.12,69.29,16.46
Finance,25/9/21,100.79,77.63,21.58
IT,25/9/21,58.9,92.35,24.52
Logistics,25/9/21,48.67,69.66,16.26
Finance,26/9/21,100.44,77.35,21.4
IT,26/9/21,59.13,92.68,24.42
Logistics,26/9/21,48.21,69.45,16.46
Finance,27/9/21,99.97,77.02,21.53
IT,27/9/21,59.25,92.87,24.3
Logistics,27/9/21,48.52,69.28,16.33
Finance,28/9/21,100.43,76.73,21.47
IT,28/9/21,59.42,93.16,24.44
Logistics,28/9/21,48.99,69.19,16.08
Finance,29/9/21,100.81,76.75,21.42
IT,29/9/21,59.58,93.26,24.5
Logistics,29/9/21,49.08,69.25,16.39
Finance,30/9/21,100.92,77.01,21.25
IT,30/9/21,59.69,93,24.78
Logistics,30/9/21,48.93,69.19,16.59
Finance,1/10/21,100.96,77.1,21.17
IT,1/10/21,59.38,92.81,24.67
Logistics,1/10/21,49.32,68.87,16.56
Finance,2/10/21,101.01,77.01,21.35
IT,2/10/21,59.7,92.98,24.4
Logistics,2/10/21,48.93,68.98,16.6
Finance,3/10/21,100.93,76.82,21.13
IT,3/10/21,59.28,93.46,24.21
Logistics,3/10/21,48.94,68.61,16.91
Finance,4/10/21,100.87,76.64,21.12
IT,4/10/21,59.62,93.91,24.01
Logistics,4/10/21,49.25,68.11,16.71
Finance,5/10/21,101.04,76.16,21.27
IT,5/10/21,59.46,94.25,23.92
Logistics,5/10/21,48.97,68.07,16.51
Finance,6/10/21,101.26,76.05,21.27
IT,6/10/21,60,94.25,23.85
Logistics,6/10/21,49.29,68.33,16.26
Finance,7/10/21,101.61,75.75,21.58
IT,7/10/21,60.24,94.23,23.55
Logistics,7/10/21,49.09,68,16.17
Finance,8/10/21,101.44,75.97,21.37
IT,8/10/21,59.88,94.28,23.35
Logistics,8/10/21,49.49,67.81,15.96
Finance,9/10/21,101.07,76.13,21.4
IT,9/10/21,59.87,94.45,23.47
Logistics,9/10/21,49.59,67.8,16.27
Finance,10/10/21,100.85,75.95,21.33
IT,10/10/21,59.69,94.89,23.17
Logistics,10/10/21,49.16,67.57,16.59
Finance,11/10/21,101.17,75.51,21.66
IT,11/10/21,59.81,95.07,23.4
Logistics,11/10/21,49.59,67.76,16.78
Finance,12/10/21,100.76,75.93,21.65
IT,12/10/21,59.5,95.58,23.34
Logistics,12/10/21,49.45,68.12,17
Finance,13/10/21,100.54,75.45,21.67
IT,13/10/21,59.86,95.23,23.31
Logistics,13/10/21,49.09,67.9,16.82
Finance,14/10/21,100.53,75.66,21.8
IT,14/10/21,60.1,94.88,23.14
Logistics,14/10/21,49.49,68.17,16.79
Finance,15/10/21,100.86,75.17,22.1
IT,15/10/21,60.47,95.17,22.94
Logistics,15/10/21,50.04,67.85,17.1
Finance,16/10/21,100.63,75.22,21.99
IT,16/10/21,60.75,95.5,22.89
Logistics,16/10/21,50.37,68.05,17.33
Finance,17/10/21,100.62,75.29,21.95
IT,17/10/21,61.17,95.72,23.09
Logistics,17/10/21,50.18,67.63,17.65
Finance,18/10/21,100.83,74.95,21.72
IT,18/10/21,61.26,95.28,22.93
Logistics,18/10/21,49.74,67.78,17.9
Finance,19/10/21,101.08,74.59,21.92
IT,19/10/21,61.37,94.88,22.92
Logistics,19/10/21,49.86,67.88,17.62
Finance,20/10/21,101,74.51,22.24
IT,20/10/21,60.91,95,23.25
Logistics,20/10/21,50.18,68,17.91
Finance,21/10/21,101.42,74.33,22.18
IT,21/10/21,61.2,95.4,23.47
Logistics,21/10/21,50.37,68.12,17.69
Finance,22/10/21,101.81,74.61,22.43
IT,22/10/21,60.95,95.63,23.53
Logistics,22/10/21,49.97,68.47,17.53
Finance,23/10/21,102.22,74.16,22.48
IT,23/10/21,60.77,95.21,23.61
Logistics,23/10/21,49.69,69,17.84
Finance,24/10/21,101.85,74.57,22.63
IT,24/10/21,60.5,95.36,23.68
Logistics,24/10/21,49.94,68.76,18.05
Finance,25/10/21,102.3,74.13,22.78
IT,25/10/21,60.01,95.48,23.43
Logistics,25/10/21,49.86,68.68,17.89
Finance,26/10/21,102.72,74.39,23.1
IT,26/10/21,60.36,95.58,23.36
Logistics,26/10/21,49.42,68.36,18.13
Finance,27/10/21,102.4,74.47,23.3
IT,27/10/21,60.23,95.74,23.1
Logistics,27/10/21,49.63,68.64,18.1
Finance,28/10/21,102.65,74.26,23.19
IT,28/10/21,60.13,95.26,23.36
Logistics,28/10/21,49.89,69.04,18.41
Finance,29/10/21,102.59,73.92,22.98
IT,29/10/21,59.73,94.98,23.66
Logistics,29/10/21,49.64,68.63,18.58
Finance,30/10/21,102.65,73.47,23.24
IT,30/10/21,60.23,95.51,23.78
Logistics,30/10/21,49.68,68.85,18.35
Finance,31/10/21,102.63,73.88,23.13
IT,31/10/21,60.31,95.58,23.72
Logistics,31/10/21,49.59,68.77,18.32
Finance,1/11/21,102.81,74.26,23.08
IT,1/11/21,60.13,96.12,23.63
Logistics,1/11/21,49.37,68.64,18.05
Finance,2/11/21,102.4,74.22,23.2
IT,2/11/21,60.51,96.58,23.84
Logistics,2/11/21,49.02,69.09,18.13
Finance,3/11/21,102.18,74.61,23.32
IT,3/11/21,60.59,96.57,23.95
Logistics,3/11/21,49.21,68.81,18.31
Finance,4/11/21,101.82,74.56,23.65
IT,4/11/21,60.32,96.91,24.04
Logistics,4/11/21,49.37,69.02,18.21
Finance,5/11/21,102.05,74.95,23.41
IT,5/11/21,60.23,96.67,23.8
Logistics,5/11/21,49.69,69.08,17.94
Finance,6/11/21,101.91,75.14,23.14
IT,6/11/21,60.24,96.75,23.84
Logistics,6/11/21,49.44,69.39,18.23
Finance,7/11/21,102.04,75.62,23.16
IT,7/11/21,60.16,96.51,23.6
Logistics,7/11/21,49.19,69.14,18.46
Finance,8/11/21,102.51,75.87,23.45
IT,8/11/21,60.07,96.92,23.42
Logistics,8/11/21,48.98,69.55,18.17
Finance,9/11/21,102.48,75.98,23.45
IT,9/11/21,59.83,96.54,23.57
Logistics,9/11/21,48.49,69.34,17.97
Finance,10/11/21,102.31,76.38,23.36
IT,10/11/21,59.9,97.05,23.49
Logistics,10/11/21,48.96,69.05,18.03
Finance,11/11/21,102.17,76.34,23.06
IT,11/11/21,59.82,97.52,23.47
Logistics,11/11/21,49.2,69.27,17.79
Finance,12/11/21,102.63,76.51,22.99
IT,12/11/21,59.78,97.37,23.36
Logistics,12/11/21,48.82,69.8,17.97
Finance,13/11/21,103.11,76.96,22.9
IT,13/11/21,60.1,97.64,23.55
Logistics,13/11/21,49.33,69.4,17.68
Finance,14/11/21,102.85,76.98,23.04
IT,14/11/21,60.64,97.72,23.82
Logistics,14/11/21,49.78,69.78,17.58
Finance,15/11/21,102.59,76.71,23.22
IT,15/11/21,60.25,97.45,23.8
Logistics,15/11/21,49.74,69.8,17.37
Finance,16/11/21,102.84,76.67,23.24
IT,16/11/21,60.33,97.33,23.79
Logistics,16/11/21,50.15,69.43,17.4
Finance,17/11/21,102.56,76.95,23.54
IT,17/11/21,60.54,97.72,23.81
Logistics,17/11/21,49.87,69.84,17.11
Finance,18/11/21,102.44,76.9,23.59
IT,18/11/21,60.47,97.67,24.04
Logistics,18/11/21,50.15,69.98,17.19
Finance,19/11/21,102.1,76.81,23.78
IT,19/11/21,60.01,97.98,24.32
Logistics,19/11/21,49.75,70.18,17.3
Finance,20/11/21,102.34,76.91,23.72
IT,20/11/21,59.68,97.91,24.36
Logistics,20/11/21,49.32,69.97,17.07
Finance,21/11/21,102.23,76.64,23.82
IT,21/11/21,59.26,97.95,24.39
Logistics,21/11/21,49.5,70.03,17.01
Finance,22/11/21,101.85,77.06,24.03
IT,22/11/21,59.58,97.73,24.38
Logistics,22/11/21,49.46,69.86,17.28
Finance,23/11/21,101.61,77.27,23.88
IT,23/11/21,59.98,97.51,24.5
Logistics,23/11/21,48.99,70.36,17.05
Finance,24/11/21,101.68,77.74,23.85
IT,24/11/21,60.03,97.31,24.64
Logistics,24/11/21,48.69,70.28,16.93
Finance,25/11/21,101.52,77.71,23.55
IT,25/11/21,59.9,97.29,24.65
Logistics,25/11/21,48.83,70.06,17.13
Finance,26/11/21,101.59,77.84,23.38
IT,26/11/21,59.79,97.16,24.83
Logistics,26/11/21,49.15,70.19,17.1
Finance,27/11/21,102.14,77.75,23.43
IT,27/11/21,59.93,97.21,25.05
Logistics,27/11/21,49.28,69.95,17.24
Finance,28/11/21,101.89,77.85,23.53
IT,28/11/21,60.31,97.03,25.12
Logistics,28/11/21,48.91,69.54,17.06
Finance,29/11/21,101.52,77.38,23.24
IT,29/11/21,60.28,96.68,25.14
Logistics,29/11/21,48.43,69.92,17.22
Finance,30/11/21,101.62,77.68,23.49
IT,30/11/21,60.04,96.63,24.94
Logistics,30/11/21,48.62,70.04,17.33
Finance,1/12/21,101.33,77.88,23.66
IT,1/12/21,60.57,96.67,24.83
Logistics,1/12/21,48.5,70.15,17.14
Finance,2/12/21,101.08,78.24,23.77
IT,2/12/21,60.15,96.41,25.03
Logistics,2/12/21,48.92,70.67,16.87
Finance,3/12/21,101.61,77.89,23.81
IT,3/12/21,59.66,95.93,25.26
Logistics,3/12/21,49.1,70.42,16.81
Finance,4/12/21,101.99,78.2,23.8
IT,4/12/21,59.19,95.9,25.34
Logistics,4/12/21,48.68,70.21,16.95
Finance,5/12/21,101.85,78.47,23.86
IT,5/12/21,59.25,95.89,25.38
Logistics,5/12/21,48.43,70.62,16.85
Finance,6/12/21,102.37,78.63,23.91
IT,6/12/21,59.49,96.34,25.6
Logistics,6/12/21,48.91,70.68,16.74
Finance,7/12/21,102.3,79.02,23.78
IT,7/12/21,59.41,95.98,25.7
Logistics,7/12/21,49.26,70.85,16.82
Finance,8/12/21,102.74,79.33,23.83
IT,8/12/21,59.73,96.01,25.4
Logistics,8/12/21,48.88,70.37,16.62
Finance,9/12/21,102.4,79.64,23.54
IT,9/12/21,59.77,96.15,25.16
Logistics,9/12/21,48.76,70.42,16.66
Finance,10/12/21,102.8,79.33,23.87
IT,10/12/21,60.1,95.71,25.06
Logistics,10/12/21,48.76,70.44,16.86
Finance,11/12/21,102.76,79.48,23.7
IT,11/12/21,60,95.86,24.84
Logistics,11/12/21,48.59,70.05,17
Finance,12/12/21,102.58,79.52,24.02
IT,12/12/21,60.42,96.28,24.93
Logistics,12/12/21,48.35,70.56,16.76
Finance,13/12/21,102.54,79.74,24.13
IT,13/12/21,60.85,96.49,25.18
Logistics,13/12/21,48.51,70.93,16.64
Finance,14/12/21,102.41,80.08,24.06
IT,14/12/21,60.35,96.31,24.88
Logistics,14/12/21,48.26,71.09,16.64
Finance,15/12/21,102.61,80.53,24.08
IT,15/12/21,60.51,95.82,24.73
Logistics,15/12/21,48.28,71.45,16.53
Finance,16/12/21,103.03,80.89,24.39
IT,16/12/21,60.43,95.52,24.43
Logistics,16/12/21,48.7,71.08,16.61
Finance,17/12/21,103.5,80.6,24.44
IT,17/12/21,60.79,95.65,24.17
Logistics,17/12/21,48.42,71.14,16.63
Finance,18/12/21,103.49,80.11,24.74
IT,18/12/21,61.17,96.13,24.25
Logistics,18/12/21,48.12,71.16,16.46
Finance,19/12/21,103.29,79.74,24.94
IT,19/12/21,61.38,96.33,24.43
Logistics,19/12/21,47.85,70.96,16.46
Finance,20/12/21,103.58,80.18,25.08
IT,20/12/21,61.07,96.85,24.46
Logistics,20/12/21,47.67,70.62,16.67
Finance,21/12/21,103.45,79.86,25
IT,21/12/21,60.61,96.55,24.4
Logistics,21/12/21,47.89,70.37,16.62
Finance,22/12/21,103.61,80.2,24.8
IT,22/12/21,60.79,96.06,24.55
Logistics,22/12/21,47.91,70.88,16.46
Finance,23/12/21,103.37,79.76,24.56
IT,23/12/21,60.85,96.3,24.27
Logistics,23/12/21,47.78,70.82,16.4
Finance,24/12/21,103.39,80.23,24.85
IT,24/12/21,60.97,96.58,24.37
Logistics,24/12/21,47.29,70.8,16.25
Finance,25/12/21,103.79,80.39,24.8
IT,25/12/21,61.37,96.57,24.3
Logistics,25/12/21,46.96,70.93,16.28
Finance,26/12/21,104.3,80.4,25.08
IT,26/12/21,61.74,96.15,24.54
Logistics,26/12/21,46.74,70.46,16.08
Finance,27/12/21,104.02,80.03,25
IT,27/12/21,61.45,96.21,24.27
Logistics,27/12/21,46.33,70.1,16.07
Finance,28/12/21,104.23,79.81,24.99
IT,28/12/21,61.32,95.75,24.18
Logistics,28/12/21,46.54,69.79,16.07
Finance,29/12/21,104.59,80.19,24.98
IT,29/12/21,61.25,95.57,24.27
Logistics,29/12/21,46.86,69.34,15.99
Finance,30/12/21,104.67,80.42,25.31
IT,30/12/21,61.78,95.17,24.46
Logistics,30/12/21,47.05,69.16,15.79
Finance,31/12/21,104.61,80.84,25.2
IT,31/12/21,61.36,95.34,24.35
Logistics,31/12/21,46.67,69.38,16.1
