DEPARTMENT,DATE ,CARBON (metric tonne),ELECTRICITY (kwh),WATER (m3)
IT,29/7/18,15.91,66.3,7.33
Logistics,29/7/18,52.02,49.43,4.41
Finance,30/7/18,40.08,26.38,1.02
IT,30/7/18,15.51,64.71,7.16
Logistics,30/7/18,53.38,51.13,4.44
Finance,31/7/18,40.1,28.11,0.93
IT,31/7/18,16.14,64.86,7.43
Logistics,31/7/18,51.65,51.12,4.43
Finance,1/8/18,39.31,29.24,0.83
IT,1/8/18,14.27,63.73,7.4
Logistics,1/8/18,53.23,49.38,4.45
Finance,2/8/18,39.64,27.97,0.92
IT,2/8/18,13.01,62.28,7.13
Logistics,2/8/18,53.86,49.6,4.18
Finance,3/8/18,40.12,28.03,0.72
IT,3/8/18,11.74,63.5,7.31
Logistics,3/8/18,54.23,50.57,3.97
Finance,4/8/18,40.4,29.43,0.9
IT,4/8/18,10.18,65.01,7.53
Logistics,4/8/18,55.13,52.29,3.82
Finance,5/8/18,38.58,31.19,0.6
IT,5/8/18,9.94,65.39,7.84
Logistics,5/8/18,56.35,53.4,3.67
Finance,6/8/18,38.88,29.95,0.58
IT,6/8/18,11.16,66.25,7.54
Logistics,6/8/18,55.81,52.94,3.75
Finance,7/8/18,38.15,29.52,0.55
IT,7/8/18,12.32,64.88,7.69
Logistics,7/8/18,53.92,52.57,4.01
Finance,8/8/18,39.11,27.72,0.72
IT,8/8/18,11.55,63.98,7.56
Logistics,8/8/18,53.11,52.81,4
Finance,9/8/18,41.13,28.45,0.58
IT,9/8/18,11.92,65.11,7.83
Logistics,9/8/18,51.49,50.87,4.32
Finance,10/8/18,39.47,27.5,0.89
IT,10/8/18,10.25,66.75,8.14
Logistics,10/8/18,52.67,50.23,4.56
Finance,11/8/18,41.36,27.75,0.88
IT,11/8/18,9.29,65.48,7.89
Logistics,11/8/18,51.34,51.19,4.33
Finance,12/8/18,42.55,27.83,0.87
IT,12/8/18,7.39,66.06,7.61
Logistics,12/8/18,52.28,49.55,4.63
Finance,13/8/18,43.37,29.56,1.11
IT,13/8/18,8.91,66.53,7.56
Logistics,13/8/18,51.89,47.69,4.45
Finance,14/8/18,45.19,30.31,1.01
IT,14/8/18,10.67,65.55,7.61
Logistics,14/8/18,49.96,46.38,4.21
Finance,15/8/18,44.18,29.41,0.97
IT,15/8/18,9.08,67,7.43
Logistics,15/8/18,50.18,47.38,4.19
Finance,16/8/18,45.63,29.97,0.91
IT,16/8/18,8.77,69.01,7.72
Logistics,16/8/18,48.59,49.26,4.1
Finance,17/8/18,43.94,31.69,1.24
IT,17/8/18,7.04,67.43,7.91
Logistics,17/8/18,48.21,49.08,4.21
Finance,18/8/18,43.17,30.6,1.41
IT,18/8/18,6.84,68.46,7.95
Logistics,18/8/18,48.04,50.52,4.4
Finance,19/8/18,42.71,31.32,1.15
IT,19/8/18,4.94,68.41,8.22
Logistics,19/8/18,46.94,48.68,4.73
Finance,20/8/18,43.1,29.76,1.02
IT,20/8/18,4.65,70.19,8.06
Logistics,20/8/18,47.22,49.44,4.88
Finance,21/8/18,41.33,31.78,1.09
IT,21/8/18,3.5,70.79,8.34
Logistics,21/8/18,46.71,47.8,4.95
Finance,22/8/18,39.96,32.79,1.01
IT,22/8/18,1.85,72.61,8.48
Logistics,22/8/18,48.26,46.23,5.14
Finance,23/8/18,41.58,31.31,1.06
IT,23/8/18,0.41,72.35,8.62
Logistics,23/8/18,49.74,44.37,5.47
Finance,24/8/18,41.38,33.34,1.33
IT,24/8/18,2.25,70.44,8.63
Logistics,24/8/18,50.68,42.53,5.29
Finance,25/8/18,40.67,33.28,1.6
IT,25/8/18,2.96,72.14,8.35
Logistics,25/8/18,52.49,41.89,5.08
Finance,26/8/18,42.47,32.75,1.72
IT,26/8/18,4.76,71.17,8.13
Logistics,26/8/18,52.93,42.89,5.08
Finance,27/8/18,42.18,31.36,1.8
IT,27/8/18,3.62,69.91,7.87
Logistics,27/8/18,51.62,44.8,5.31
Finance,28/8/18,41.47,30.75,1.67
IT,28/8/18,3.47,70.32,8.1
Logistics,28/8/18,52.76,43.86,5.61
Finance,29/8/18,41.65,29.84,1.77
IT,29/8/18,5.32,71.23,8.23
Logistics,29/8/18,54.33,45.05,5.35
Finance,30/8/18,41.2,31.73,2.06
IT,30/8/18,3.88,70.78,8
Logistics,30/8/18,52.45,47.02,5.38
Finance,31/8/18,39.21,33.19,2.15
IT,31/8/18,1.95,68.99,7.84
Logistics,31/8/18,53.6,48.17,5.69
Finance,1/9/18,39.06,34.32,2.08
IT,1/9/18,3.4,70.98,7.79
Logistics,1/9/18,53.34,46.97,5.92
Finance,2/9/18,37.6,33.01,2.09
IT,2/9/18,3.89,71.26,7.95
Logistics,2/9/18,51.76,45.5,6.05
Finance,3/9/18,39.16,33.29,2.24
IT,3/9/18,4.1,70.15,7.94
Logistics,3/9/18,50.88,47.21,5.8
Finance,4/9/18,40.52,35.12,2.18
IT,4/9/18,2.48,68.98,7.78
Logistics,4/9/18,52.18,46.36,5.59
Finance,5/9/18,39.07,35.4,2.41
IT,5/9/18,3.89,67.59,8.05
Logistics,5/9/18,52.3,47.82,5.43
Finance,6/9/18,39.17,37.01,2.14
IT,6/9/18,5.46,68.58,7.99
Logistics,6/9/18,52.22,47.38,5.3
Finance,7/9/18,40.23,37.73,2.29
IT,7/9/18,5.35,69.87,8.19
Logistics,7/9/18,53.34,49.04,5.55
Finance,8/9/18,38.69,37.89,2.42
IT,8/9/18,7.39,70.38,7.99
Logistics,8/9/18,55.13,50.53,5.65
Finance,9/9/18,40.3,37.6,2.22
IT,9/9/18,7.27,69.69,7.94
Logistics,9/9/18,54.64,52.25,5.39
Finance,10/9/18,40.97,38.83,2
IT,10/9/18,8.32,69.97,7.91
Logistics,10/9/18,54.1,53.55,5.11
Finance,11/9/18,43.02,38.44,2.05
IT,11/9/18,6.97,71.06,7.92
Logistics,11/9/18,55.05,52.21,5.44
Finance,12/9/18,44.64,38.35,2.15
IT,12/9/18,7.1,71.14,7.77
Logistics,12/9/18,53.84,50.34,5.55
Finance,13/9/18,45.62,36.98,2.12
IT,13/9/18,8.47,71.96,7.81
Logistics,13/9/18,54.28,50.15,5.27
Finance,14/9/18,46.41,35.1,2.12
IT,14/9/18,8.11,73.24,8.04
Logistics,14/9/18,55.52,50.57,5.4
Finance,15/9/18,47.92,36.19,1.92
IT,15/9/18,8.35,74.03,8.04
Logistics,15/9/18,55.78,51.55,5.27
Finance,16/9/18,46.18,34.36,1.67
IT,16/9/18,9.63,73.37,7.85
Logistics,16/9/18,54.93,50.01,5.5
Finance,17/9/18,44.23,36.09,1.49
IT,17/9/18,8.04,72.71,8.01
Logistics,17/9/18,53.75,50.22,5.52
Finance,18/9/18,42.71,35.66,1.31
IT,18/9/18,7.09,72.48,8.18
Logistics,18/9/18,53.31,48.97,5.83
Finance,19/9/18,41.97,34.03,1.17
IT,19/9/18,5.12,71.94,8.43
Logistics,19/9/18,54.6,50.55,6.15
Finance,20/9/18,41.4,34.93,1.17
IT,20/9/18,3.17,73.68,8.33
Logistics,20/9/18,52.73,51.08,5.98
Finance,21/9/18,42,34.09,1.39
IT,21/9/18,2.34,72.93,8.05
Logistics,21/9/18,51.61,51.57,5.91
Finance,22/9/18,43.38,34.95,1.72
IT,22/9/18,2.19,71.97,8.23
Logistics,22/9/18,51.3,53.58,5.69
Finance,23/9/18,43.51,34.86,1.74
IT,23/9/18,1.51,70.84,7.99
Logistics,23/9/18,50.5,54.47,5.61
Finance,24/9/18,44.85,34.74,1.72
IT,24/9/18,2.21,70.86,8.09
Logistics,24/9/18,50.43,52.68,5.94
Finance,25/9/18,46.89,34.15,1.97
IT,25/9/18,1.12,71.12,8.05
Logistics,25/9/18,48.78,52.31,5.8
Finance,26/9/18,48.02,36.16,2.05
IT,26/9/18,1,72.04,7.76
Logistics,26/9/18,46.92,51.51,5.69
Finance,27/9/18,48.47,35.58,2.33
IT,27/9/18,2.05,73.54,7.66
Logistics,27/9/18,48.75,51.93,5.84
Finance,28/9/18,50.52,34.08,2.27
IT,28/9/18,1.2,74.15,7.94
Logistics,28/9/18,49.86,49.93,6.09
Finance,29/9/18,50.33,35.75,2.49
IT,29/9/18,1.89,74.92,7.64
Logistics,29/9/18,50.02,51.42,6.31
Finance,30/9/18,50.16,34.67,2.4
IT,30/9/18,0.13,75.23,7.59
Logistics,30/9/18,51.56,50.28,6.55
Finance,1/10/18,48.71,35.31,2.5
IT,1/10/18,1.14,76.87,7.66
Logistics,1/10/18,50.42,51.45,6.71
Finance,2/10/18,47.89,34.15,2.47
IT,2/10/18,1.1,77.64,7.58
Logistics,2/10/18,48.58,50.78,6.55
Finance,3/10/18,48.14,34.92,2.56
IT,3/10/18,1.29,78.27,7.48
Logistics,3/10/18,49.67,51.68,6.62
Finance,4/10/18,48.51,32.94,2.43
IT,4/10/18,2.12,77.04,7.28
Logistics,4/10/18,50.58,50.16,6.4
Finance,5/10/18,47.98,33.79,2.3
IT,5/10/18,1.87,75.59,7.35
Logistics,5/10/18,49.34,49.7,6.57
Finance,6/10/18,46.13,35.76,2.36
IT,6/10/18,0.12,76.29,7.47
Logistics,6/10/18,47.9,49.73,6.84
Finance,7/10/18,47.86,36.89,2.52
IT,7/10/18,-1.4,77.13,7.64
Logistics,7/10/18,48.26,50.6,6.79
Finance,8/10/18,49.53,36.57,2.75
IT,8/10/18,-2.58,76.24,7.8
Logistics,8/10/18,48.84,49.6,6.74
Finance,9/10/18,48.19,35.03,2.57
IT,9/10/18,-1.26,76,8.06
Logistics,9/10/18,50.61,50.29,6.56
Finance,10/10/18,49.74,35.1,2.89
IT,10/10/18,-2.34,77.89,7.76
Logistics,10/10/18,49.81,49.45,6.79
Finance,11/10/18,50.68,35.04,3.07
IT,11/10/18,-0.91,79.67,8.07
Logistics,11/10/18,51.16,51.15,6.53
Finance,12/10/18,50.22,34.3,3.24
IT,12/10/18,-1.18,78.74,7.91
Logistics,12/10/18,51.34,50.05,6.64
Finance,13/10/18,51.55,33,3.44
IT,13/10/18,0.71,76.81,7.98
Logistics,13/10/18,49.46,50.47,6.35
Finance,14/10/18,50.92,32.79,3.5
IT,14/10/18,0.77,76.72,7.87
Logistics,14/10/18,50.99,51.85,6.29
Finance,15/10/18,49.38,34.68,3.58
IT,15/10/18,1.63,77.93,7.64
Logistics,15/10/18,52.71,53.09,6.53
Finance,16/10/18,50.31,34.1,3.45
IT,16/10/18,-0.01,77.64,7.78
Logistics,16/10/18,52.4,51.97,6.38
Finance,17/10/18,49.37,35.52,3.49
IT,17/10/18,0.05,78.05,8.07
Logistics,17/10/18,50.84,52.54,6.42
Finance,18/10/18,50.6,36.28,3.64
IT,18/10/18,1.59,78.59,7.88
Logistics,18/10/18,49.31,50.75,6.73
Finance,19/10/18,49.13,34.57,3.66
IT,19/10/18,3.34,79.04,7.98
Logistics,19/10/18,47.57,51.39,6.84
Finance,20/10/18,47.45,33.27,3.56
IT,20/10/18,1.55,80.83,8.23
Logistics,20/10/18,47.45,52.38,6.84
Finance,21/10/18,49.3,35.09,3.43
IT,21/10/18,2.12,79.14,8.13
Logistics,21/10/18,45.49,51.85,6.59
Finance,22/10/18,49.78,35.54,3.59
IT,22/10/18,2.1,80.12,8.34
Logistics,22/10/18,44.81,51.51,6.33
Finance,23/10/18,50.35,35.5,3.78
IT,23/10/18,3.72,78.7,8.47
Logistics,23/10/18,44.44,50.17,6.3
Finance,24/10/18,49.1,33.94,4.07
IT,24/10/18,3,77.93,8.67
Logistics,24/10/18,44.36,48.87,6.51
Finance,25/10/18,48.44,35.48,4.26
IT,25/10/18,3.03,78.07,8.72
Logistics,25/10/18,42.99,47.12,6.45
Finance,26/10/18,49.53,34.57,4.55
IT,26/10/18,2.51,79.11,9.02
Logistics,26/10/18,41.18,47.22,6.53
Finance,27/10/18,49.36,35.51,4.63
IT,27/10/18,2.6,81.2,9.23
Logistics,27/10/18,40.28,46.22,6.44
Finance,28/10/18,48.59,37.42,4.75
IT,28/10/18,2.3,83,8.94
Logistics,28/10/18,41.63,46.91,6.47
Finance,29/10/18,49.93,36.48,5.07
IT,29/10/18,1.44,81.83,8.85
Logistics,29/10/18,39.69,48.64,6.75
Finance,30/10/18,48.48,36.83,5.33
IT,30/10/18,1.4,81.56,8.76
Logistics,30/10/18,39.72,47.66,6.79
Finance,31/10/18,49.11,37.39,5.46
IT,31/10/18,2.12,81.12,8.85
Logistics,31/10/18,40.09,49.69,6.53
Finance,1/11/18,48.26,37.17,5.61
IT,1/11/18,3,81.95,9.16
Logistics,1/11/18,38.42,49.11,6.36
Finance,2/11/18,50.12,37.17,5.49
IT,2/11/18,4.06,82.69,9.48
Logistics,2/11/18,39.26,47.68,6.41
Finance,3/11/18,50.64,38.56,5.62
IT,3/11/18,3.18,81.55,9.24
Logistics,3/11/18,40.38,48.1,6.37
Finance,4/11/18,52.19,39.47,5.93
IT,4/11/18,3.31,80,8.98
Logistics,4/11/18,41.01,49.54,6.57
Finance,5/11/18,50.43,38.07,6.1
IT,5/11/18,2.41,81.98,8.96
Logistics,5/11/18,43.08,47.59,6.45
Finance,6/11/18,51.51,38.08,5.84
IT,6/11/18,4.51,83.2,8.87
Logistics,6/11/18,44.01,47.04,6.58
Finance,7/11/18,51.02,36.09,5.73
IT,7/11/18,3.23,81.53,8.83
Logistics,7/11/18,44.84,47.09,6.83
Finance,8/11/18,51.48,36.32,5.91
IT,8/11/18,4.41,82.38,8.79
Logistics,8/11/18,43.68,45.85,6.6
Finance,9/11/18,49.93,35.67,5.74
IT,9/11/18,3.7,80.56,8.58
Logistics,9/11/18,41.83,47.49,6.56
Finance,10/11/18,51.84,35.89,5.66
IT,10/11/18,5.77,79.97,8.32
Logistics,10/11/18,42.86,46.04,6.78
Finance,11/11/18,49.96,36.69,5.85
IT,11/11/18,4.08,79.24,8.39
Logistics,11/11/18,42.79,45.47,6.6
Finance,12/11/18,50.25,37.52,6.02
IT,12/11/18,4.39,79.69,8.5
Logistics,12/11/18,42.05,43.52,6.93
Finance,13/11/18,50.18,37.27,6.04
IT,13/11/18,5.49,79.45,8.72
Logistics,13/11/18,41.85,45.37,6.8
Finance,14/11/18,51.17,39.17,5.76
IT,14/11/18,3.81,77.52,9.01
Logistics,14/11/18,40.66,45.32,6.75
Finance,15/11/18,50.73,40.82,5.93
IT,15/11/18,5.21,78.65,9.14
Logistics,15/11/18,41.76,45.89,6.57
Finance,16/11/18,51.04,41.22,6.16
IT,16/11/18,6.08,79.06,9.28
Logistics,16/11/18,42.06,47.51,6.47
Finance,17/11/18,50.07,41.11,6.49
IT,17/11/18,7.71,78.85,9.05
Logistics,17/11/18,41.89,48.84,6.62
Finance,18/11/18,49.22,41.34,6.63
IT,18/11/18,8.03,80.28,9.04
Logistics,18/11/18,43.12,50.87,6.47
Finance,19/11/18,49.21,43.25,6.61
IT,19/11/18,8.81,81.26,9.01
Logistics,19/11/18,44.74,50.94,6.71
Finance,20/11/18,50.1,43.93,6.59
IT,20/11/18,10.31,82.1,9.08
Logistics,20/11/18,42.79,49.21,7.01
Finance,21/11/18,51.87,44.28,6.74
IT,21/11/18,9.18,84.13,9.2
Logistics,21/11/18,43.83,48.73,6.91
Finance,22/11/18,51.7,45.24,7.01
IT,22/11/18,9.64,86.21,9.01
Logistics,22/11/18,45.5,50.46,6.64
Finance,23/11/18,53.4,47.08,6.86
IT,23/11/18,8.47,84.46,8.74
Logistics,23/11/18,45.98,51.11,6.55
Finance,24/11/18,53.32,46.4,6.96
IT,24/11/18,7.51,83.26,9.07
Logistics,24/11/18,46.3,51.06,6.5
Finance,25/11/18,54.29,46.23,6.87
IT,25/11/18,8.86,81.36,8.91
Logistics,25/11/18,46.33,51.64,6.4
Finance,26/11/18,53.66,46.91,7.11
IT,26/11/18,6.98,82.56,9.06
Logistics,26/11/18,47.29,51.26,6.41
Finance,27/11/18,55.34,45.6,7.19
IT,27/11/18,6.32,81.93,8.8
Logistics,27/11/18,47.64,49.54,6.27
Finance,28/11/18,56.52,45.95,6.96
IT,28/11/18,6.11,83.47,9.02
Logistics,28/11/18,45.71,47.65,6.03
Finance,29/11/18,57.55,46.07,6.87
IT,29/11/18,4.49,84.43,8.85
Logistics,29/11/18,45.92,47.12,6.05
Finance,30/11/18,57.67,45.93,7.14
IT,30/11/18,4.81,85.92,8.83
Logistics,30/11/18,45.12,45.83,6.01
Finance,1/12/18,57.16,47.16,7.19
IT,1/12/18,4.97,86.23,9.04
Logistics,1/12/18,44.35,44.03,6.13
Finance,2/12/18,56.61,49.25,7.01
IT,2/12/18,6.27,84.68,9.14
Logistics,2/12/18,42.92,43.94,6.11
Finance,3/12/18,57.35,50.74,7.2
IT,3/12/18,7.71,83.23,8.87
Logistics,3/12/18,43.61,43.55,6.04
Finance,4/12/18,56.96,50.95,6.98
IT,4/12/18,7.7,82.38,9.14
Logistics,4/12/18,44.89,44.08,6.37
Finance,5/12/18,56.84,52.5,6.85
IT,5/12/18,7.25,83.87,9.46
Logistics,5/12/18,46.66,42.24,6.07
Finance,6/12/18,58.18,50.54,7.12
IT,6/12/18,9.2,84.41,9.35
Logistics,6/12/18,46.45,42.53,6.37
Finance,7/12/18,59.07,52.62,6.95
IT,7/12/18,9.67,83.14,9.54
Logistics,7/12/18,47.86,40.78,6.2
Finance,8/12/18,57.24,52.27,7.02
IT,8/12/18,9.97,83.94,9.44
Logistics,8/12/18,47.24,42.17,6.45
Finance,9/12/18,56.55,50.65,6.87
IT,9/12/18,10.82,85.24,9.47
Logistics,9/12/18,45.51,41.22,6.69
Finance,10/12/18,54.85,48.98,7.15
IT,10/12/18,12.45,83.86,9.75
Logistics,10/12/18,43.97,43.32,6.91
Finance,11/12/18,55.28,47.08,7.09
IT,11/12/18,11.92,84.59,9.93
Logistics,11/12/18,44.71,43.82,6.73
Finance,12/12/18,53.87,47.31,6.94
IT,12/12/18,13.98,83.72,9.74
Logistics,12/12/18,46.79,43.55,6.87
Finance,13/12/18,53.21,47.7,7.09
IT,13/12/18,12.29,84.58,9.78
Logistics,13/12/18,48.88,45.02,6.98
Finance,14/12/18,52.23,49.06,7.3
IT,14/12/18,13.39,85.89,9.57
Logistics,14/12/18,50.59,43.46,6.94
Finance,15/12/18,51.46,50.76,7.37
IT,15/12/18,15.35,84.1,9.48
Logistics,15/12/18,49.78,43.88,6.94
Finance,16/12/18,52.81,49.7,7.07
IT,16/12/18,15.19,83.46,9.18
Logistics,16/12/18,48.65,45.7,6.84
Finance,17/12/18,54.47,48.13,6.88
IT,17/12/18,15.38,83.65,9.01
Logistics,17/12/18,50.34,44.56,6.96
Finance,18/12/18,56.26,49.05,6.79
IT,18/12/18,14.68,83.7,9.06
Logistics,18/12/18,49.17,45.79,6.82
Finance,19/12/18,56.37,48.67,6.67
IT,19/12/18,16.08,84.24,8.77
Logistics,19/12/18,51.23,47.27,6.95
Finance,20/12/18,58.17,48.61,6.92
IT,20/12/18,17.29,83.35,8.95
Logistics,20/12/18,51.31,46.7,6.85
Finance,21/12/18,59.68,46.69,7.06
IT,21/12/18,18.82,83.59,9.26
Logistics,21/12/18,50.75,48.26,6.63
Finance,22/12/18,59.69,44.74,6.91
IT,22/12/18,17.26,83,9.34
Logistics,22/12/18,51.97,46.89,6.92
Finance,23/12/18,58.17,44.79,6.9
IT,23/12/18,17.02,83.68,9.23
Logistics,23/12/18,51.19,48.76,7.01
Finance,24/12/18,56.22,46.85,6.9
IT,24/12/18,15.25,83.95,9.34
Logistics,24/12/18,49.97,47.12,6.94
Finance,25/12/18,57.71,44.86,6.92
IT,25/12/18,15.04,82.04,9.42
Logistics,25/12/18,51.79,47.47,7.01
Finance,26/12/18,57.37,43.58,6.64
IT,26/12/18,14.01,80.53,9.45
Logistics,26/12/18,51.14,48.24,6.81
Finance,27/12/18,59.2,43.63,6.86
IT,27/12/18,12.3,79.74,9.54
Logistics,27/12/18,50.36,47.72,6.75
Finance,28/12/18,58.74,42.4,6.95
IT,28/12/18,11.61,81.7,9.64
Logistics,28/12/18,52.1,45.85,6.94
Finance,29/12/18,57.54,42.88,6.99
IT,29/12/18,10.52,80.13,9.84
Logistics,29/12/18,51.85,44.71,6.67
Finance,30/12/18,57.86,44.13,7.24
IT,30/12/18,11.65,79.88,9.54
Logistics,30/12/18,50.24,45.83,6.44
Finance,31/12/18,57.63,45.24,7.41
IT,31/12/18,10.42,79.62,9.51
Logistics,31/12/18,50.5,47.51,6.47
